_id,ID,NAME,NAME_EN,BBS_CODE,ROW_STATUS,CREATED_AT,UPDATED_AT
67f503b08a956129955bf680,8,ময়মনসিংহ,Mymensingh,45,1,,
67f503b08a956129955bf681,7,সিলেট,Sylhet,60,1,,
67f503b08a956129955bf682,6,রংপুর,Rangpur,55,1,,
67f503b08a956129955bf683,5,রাজশাহী,Rajshahi,50,1,,
67f503b08a956129955bf684,4,খুলনা,Khulna,40,1,,
67f503b08a956129955bf685,3,ঢাকা,Dhaka,30,1,,
67f503b08a956129955bf686,2,চট্টগ্রাম,Chittagong,20,1,,
67f503b08a956129955bf687,1,বরিশাল,Barisal,10,1,,
